"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"222","コスモフェアリー","15","能力","508","ロッドエクスブースター","魔法アビリティ","ロッド装備時、その武器によるダメージが50%アップする","","","","30","3","宇宙妖精","法杖极限增强","魔法能力","装备法杖时，该武器造成的伤害提升50%"
"222","コスモフェアリー","16","能力","481","風エクスブースター","魔法アビリティ","風属性のダメージが50%アップする","","","","24","3","宇宙妖精","风极限增强","魔法能力","风属性伤害提升50%"
"222","コスモフェアリー","16","能力","815","自然感応エクスブースター","特殊アビリティ","「自然感応」によるダメージが50%アップする","","","","30","5","宇宙妖精","自然感应极限增强","特殊能力","「自然感应」造成的伤害提升50%"
"222","コスモフェアリー","17","技能","1117","タイタンズレガシー","斧技","威力：ＳＳＳ（力）　対象：敵全体　属性：修羅・テラ
惑星をも砕く巨人の混沌奥義","0","0","21","","11","宇宙妖精","泰坦遗产","斧技","威力：ＳＳＳ（力）　対象：敵全体　属性：修羅・テラ
连行星都能粉碎的巨人混沌奥义"
"222","コスモフェアリー","18","能力","7749","銀河耐性50%","防御アビリティ","銀河属性のダメージを半分にする","","","","30","4","宇宙妖精","银河耐性50%","防御能力","银河属性的伤害减半"
"222","コスモフェアリー","19","能力","7427","テラハイブースター","魔法アビリティ","テラ属性のダメージが30%アップする","","","","20","3","宇宙妖精","大地高级增强","魔法能力","大地属性伤害提升30%"
"222","コスモフェアリー","20","技能","9685","星吼","自然感応","威力：ＳＳＳ（魔）　対象：敵全体　属性：テラ・銀河
星そのものと感応し、エネルギーを解放する究極奥義","0","0","21","","61","宇宙妖精","星吼","自然感应","威力：ＳＳＳ（魔）　対象：敵全体　属性：テラ・銀河
与星辰共鸣，释放能量的究极奥义"
"222","コスモフェアリー","20","能力","9893","コスモフェアリーの証","マスターアビリティ","魔法・特殊APの最大値が5上昇
斧技・召喚・オラクル・踊る・自然感応ダメージが20%アップ","","","","0","999","宇宙妖精","宇宙妖精的证明","大师能力","魔法・特殊AP的最大值增加5
斧技・召唤术・神谕・舞蹈・自然感应伤害增加20%"
"223","スライム","2","技能","2638","スライムドロウ","粘液技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：ヌルヌル
粘液をまとわりつかせ、快楽を与える技","0","0","1","","52","史莱姆","史莱姆黏液","粘液技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：ヌルヌル
用粘液缠绕，给予快乐的技能"
"223","スライム","3","能力","61","HP10%アップ","戦技アビリティ","最大HPが10%アップする","","","","3","1","史莱姆","HP提升10%","战技能力","最大HP提升10%"
"223","スライム","3","技能","1260","ノビールショット","投擲技","威力：Ｅ（力・器）　対象：敵単体
ブーメランを持った腕が伸び、直接敵を殴り付ける技","0","0","1","","16","史莱姆","伸手一击","投掷技","威力：Ｅ（力・器）　対象：敵単体
持有回旋镖的手臂伸长，直接殴打敌人"
"223","スライム","4","能力","618","水ダメージ軽減","防御アビリティ","水属性のダメージを3/4にする","","","","5","4","史莱姆","水伤害减轻","防御能力","水属性的伤害降低至3/4"
"223","スライム","5","技能","2635","スライムとげとげ","粘液技","威力：Ｅ（力or器）　対象：敵単体　効果：ヌルヌル
スライムをトゲ状に変え、敵をちくちくする技","0","0","1","","52","史莱姆","史莱姆刺刺","粘液技","威力：Ｅ（力or器）　対象：敵単体　効果：ヌルヌル
将史莱姆变成刺状，使敌人感到刺痛的技能"
"223","スライム","6","技能","2656","スライムヒール","粘液技","対象：味方単体　効果：HP中回復・ヌルヌル
癒しの粘液で味方単体を中回復する","0","0","1","","52","史莱姆","史莱姆治愈","粘液技","対象：味方単体　効果：HP中回復・ヌルヌル
用治愈的粘液中回复队友"
"223","スライム","7","技能","1261","燕落とし","投擲技","威力：Ｄ（力・器）　対象：敵単体　効果：鳥特攻
空を飛ぶモンスターをブーメランで叩き落とす投擲技","0","0","2","","16","史莱姆","落燕","投掷技","威力：Ｄ（力・器）　対象：敵単体　効果：鳥特攻
用回旋镖击落飞行中的魔物的投掷技"
"223","スライム","8","能力","128","ハーピー特攻","戦技アビリティ","ハーピーに対して特攻ダメージを与える","","","","12","1","史莱姆","对哈比特攻","战技能力","对哈比造成特攻伤害"
"223","スライム","8","技能","2645","溶解液","粘液技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：消化・ヌルヌル
溶解効果のある粘液を相手に浴びせ掛ける","0","0","1","","52","史莱姆","溶解液","粘液技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：消化・ヌルヌル
向对手喷洒具有溶解效果的粘液"
"223","スライム","9","能力","708","毎ターンHP5%回復","特殊アビリティ","ターンごとにHPが5%回復する","","","","5","5","史莱姆","每回合HP恢复5%","特殊能力","每回合HP恢复5%"
"223","スライム","10","能力","576","スライムボディ","防御アビリティ","50以下の被ダメージを無効化する","","","","5","4","史莱姆","史莱姆身体","防御能力","受到的50以下的伤害无效化"
"224","メガスライム","2","技能","2639","スライムヘブン","粘液技","威力：Ｃ（器）　対象：敵単体　属性：快楽　効果：拘束・ヌルヌル
粘液で相手を包み込み、自由を奪う快楽技","0","0","3","","52","大史莱姆","史莱姆天堂","粘液技","威力：Ｃ（器）　対象：敵単体　属性：快楽　効果：拘束・ヌルヌル
用粘液包裹对手，剥夺其自由的快乐技能"
"224","メガスライム","3","能力","62","HP20%アップ","戦技アビリティ","最大HPが20%アップする","","","","5","1","大史莱姆","HP提升20%","战技能力","最大HP提升20%"
"224","メガスライム","3","能力","361","物理攻撃ヌルヌル付加10%","職技アビリティ","物理攻撃に10%のヌルヌル効果が付加する","","","","10","2","大史莱姆","物理攻击黏滑附加10%","职技能力","物理攻击附加10%的黏滑效果"
"224","メガスライム","4","技能","2667","にせものスライム","粘液技","対象：使用者　効果：回避率大アップ
粘液で偽者を作り出し、回避率をアップさせる","0","0","2","","52","大史莱姆","假冒史莱姆","粘液技","対象：使用者　効果：回避率大アップ
用粘液制造假象，提升回避率"
"224","メガスライム","5","技能","1265","ツインブーメラン","投擲技","威力：Ｂ（力・器）　対象：敵単体2回
二つに分裂させたブーメランを敵単体に投げ付ける投擲技","0","0","5","","16","大史莱姆","双飞镖","投掷技","威力：Ｂ（力・器）　対象：敵単体2回
分裂成两个的飞镖投向单体敌人的投掷技"
"224","メガスライム","6","能力","225","「ブーメラン」装備可能","戦技アビリティ","「ブーメラン」が装備可能になる","","","","5","1","大史莱姆","可以装备「回旋镖」","战技能力","变得可以装备「回旋镖」"
"224","メガスライム","7","技能","2636","スライムスプラッシュ","粘液技","威力：Ｃ（力or器）　対象：敵全体　効果：ヌルヌル
スライムを弾丸状にして打ち出す攻撃技","0","0","4","","52","大史莱姆","史莱姆喷溅","粘液技","威力：Ｃ（力or器）　対象：敵全体　効果：ヌルヌル
将史莱姆变成弹丸状进行攻击的技能"
"224","メガスライム","8","技能","2670","分裂","粘液技","対象：使用者　効果：2回行動・全能力小ダウン
2体に分裂し2回行動が可能になるが、能力は下がる","0","0","3","","52","大史莱姆","分裂","粘液技","対象：使用者　効果：2回行動・全能力小ダウン
分裂成2体，可以2次行动，但能力下降"
"224","メガスライム","9","能力","199","ブーメランブースター","戦技アビリティ","ブーメラン装備時、その武器によるダメージが15%アップする","","","","10","1","大史莱姆","回旋镖增强","战技能力","装备回旋镖时，该武器造成的伤害提升15%"
"224","メガスライム","10","能力","577","ソフトボディ","防御アビリティ","200以下の被ダメージを無効化する","","","","10","4","大史莱姆","柔软身躯","防御能力","受到的200以下的伤害无效化"
"225","ギガスライム","2","技能","2640","スライムユートピア","粘液技","威力：Ａ（器）　対象：敵単体　属性：快楽　効果：拘束・ヌルヌル
大量の粘液で敵を覆い包み嫐り尽くす快楽奥義","0","0","6","","52","千兆史莱姆","史莱姆乌托邦","粘液技","威力：Ａ（器）　対象：敵単体　属性：快楽　効果：拘束・ヌルヌル
用大量粘液包裹敌人，尽情玩弄的快乐奥义"
"225","ギガスライム","2","能力","8474","ブーメランマスタリー","特殊アビリティ","ブーメランの装備効果が上昇する","","","","10","5","千兆史莱姆","回旋镖精通","特殊能力","回旋镖的装备效果提升"
"225","ギガスライム","3","能力","63","HP30%アップ","戦技アビリティ","最大HPが30%アップする","","","","7","1","千兆史莱姆","HP提升30%","战技能力","最大HP提升30%"
"225","ギガスライム","3","能力","6751","ガードブーメラン","戦技アビリティ","「投擲技」の威力で攻撃力の代わりに防御力が用いられる","","","","2","1","千兆史莱姆","防御回旋镖","战技能力","「投掷技」的威力使用防御力代替攻击力"
"225","ギガスライム","4","能力","362","物理攻撃ヌルヌル付加25%","職技アビリティ","物理攻撃に25%のヌルヌル効果が付加する","","","","20","2","千兆史莱姆","物理攻击黏滑附加25%","职技能力","物理攻击附加25%的黏滑效果"
