"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"524","天軍聖鎧","防具","2418","金币：48000；材料：防具 ID 504「天軍の鎧」×1；物品 ID 885「熾天使の羽根」×1","金币：48000；材料：防具 ID 504「天军之铠」×1；物品 ID 885「炽天使的羽毛」×1","天军神圣铠"
"525","神機装甲XIII","防具","1354","金币：47000；材料：防具 ID 493「増殖重装」×1；物品 ID 2「高級薬草」×1","金币：47000；材料：防具 ID 493「增殖重装」×1；物品 ID 2「高级药草」×1","神机装甲XIII"
"526","魔閤覇王鎧","防具","1379","金币：48000；材料：防具 ID 500「魔王の鎧」×1；物品 ID 2「高級薬草」×1","金币：48000；材料：防具 ID 500「魔王之铠」×1；物品 ID 2「高级药草」×1","魔阁霸王铠"
"526","魔閤覇王鎧","防具","2458","金币：48000；材料：防具 ID 500「魔王の鎧」×1；物品 ID 886「根源の闇」×1","金币：48000；材料：防具 ID 500「魔王之铠」×1；物品 ID 886「根源的黑暗」×1","魔阁霸王铠"
"527","魔帝衣グレゴリア","防具","1403","金币：49000；材料：防具 ID 500「魔王の鎧」×1；物品 ID 2「高級薬草」×1","金币：49000；材料：防具 ID 500「魔王之铠」×1；物品 ID 2「高级药草」×1","魔帝衣格雷戈里亚"
"527","魔帝衣グレゴリア","防具","2459","金币：49000；材料：防具 ID 500「魔王の鎧」×1；物品 ID 884「魔王核熱結晶」×1","金币：49000；材料：防具 ID 500「魔王之铠」×1；物品 ID 884「魔王核热结晶」×1","魔帝衣格雷戈里亚"
"528","邪神覇皇の鎧","防具","1410","金币：50000；材料：防具 ID 502「邪神の鎧」×1；防具 ID 513「闇の慟哭」×1；物品 ID 2「高級薬草」×1","金币：50000；材料：防具 ID 502「邪神之铠」×1；防具 ID 513「暗之恸哭」×1；物品 ID 2「高级药草」×1","邪神霸皇铠"
"528","邪神覇皇の鎧","防具","2460","金币：50000；材料：防具 ID 502「邪神の鎧」×1；防具 ID 513「闇の慟哭」×1；物品 ID 890「ビッグクランチの結晶」×1","金币：50000；材料：防具 ID 502「邪神之铠」×1；防具 ID 513「暗之恸哭」×1；物品 ID 890「大收缩的结晶」×1","邪神霸皇铠"
"529","魔神の鎧","防具","1426","金币：48000；材料：防具 ID 502「邪神の鎧」×1；物品 ID 2「高級薬草」×1","金币：48000；材料：防具 ID 502「邪神之铠」×1；物品 ID 2「高级药草」×1","魔神之铠"
"529","魔神の鎧","防具","2499","金币：48000；材料：防具 ID 502「邪神の鎧」×1；物品 ID 887「反物質」×1","金币：48000；材料：防具 ID 502「邪神之铠」×1；物品 ID 887「反物质」×1","魔神之铠"
"530","英雄の夢幻鎧","防具","1427","金币：49000；材料：防具 ID 501「英雄の鎧」×1；物品 ID 2「高級薬草」×1","金币：49000；材料：防具 ID 501「英雄之铠」×1；物品 ID 2「高级药草」×1","英雄的梦幻铠"
"530","英雄の夢幻鎧","防具","2500","金币：49000；材料：防具 ID 501「英雄の鎧」×1；物品 ID 887「反物質」×1","金币：49000；材料：防具 ID 501「英雄之铠」×1；物品 ID 887「反物质」×1","英雄的梦幻铠"
"531","混沌英雄の鎧","防具","1428","金币：50000；材料：防具 ID 501「英雄の鎧」×1；防具 ID 503「昏き鎧」×1；物品 ID 2「高級薬草」×1","金币：50000；材料：防具 ID 501「英雄之铠」×1；防具 ID 503「昏暗之铠」×1；物品 ID 2「高级药草」×1","混沌英雄之铠"
"531","混沌英雄の鎧","防具","2501","金币：50000；材料：防具 ID 501「英雄の鎧」×1；防具 ID 503「昏き鎧」×1；物品 ID 887「反物質」×1","金币：50000；材料：防具 ID 501「英雄之铠」×1；防具 ID 503「昏暗之铠」×1；物品 ID 887「反物质」×1","混沌英雄之铠"
"533","大自然の甲羅","防具","502","金币：3500；材料：防具 ID 119「流星の甲羅」×1；物品 ID 250「神代紙」×1","金币：3500；材料：防具 ID 119「流星制甲壳」×1；物品 ID 250「神代纸」×1","大自然的甲壳"
"536","百獣の甲羅","防具","652","金币：4800；材料：防具 ID 120「悪魔の甲羅」×1；物品 ID 264「オズマ細胞」×1","金币：4800；材料：防具 ID 120「恶魔甲壳」×1；物品 ID 264「奥兹玛细胞」×1","百兽的甲壳"
"537","森羅の甲羅","防具","653","金币：4800；材料：防具 ID 533「大自然の甲羅」×1；物品 ID 262「神々しい花びら」×1","金币：4800；材料：防具 ID 533「大自然的甲壳」×1；物品 ID 262「神圣花瓣」×1","森罗的甲壳"
"538","無限粘魔の甲羅","防具","741","金币：6000；材料：防具 ID 534「粘魔の甲羅」×1；物品 ID 268「無限細胞」×1","金币：6000；材料：防具 ID 534「粘魔的甲壳」×1；物品 ID 268「无限细胞」×1","无限粘魔的甲壳"
"539","神蟲の甲羅","防具","742","金币：6000；材料：防具 ID 535「剛蟲の甲羅」×1；物品 ID 269「終蟲の甲殻」×1","金币：6000；材料：防具 ID 535「刚虫的甲壳」×1；物品 ID 269「终虫甲壳」×1","神虫的甲壳"
"542","モルボルの甲羅","防具","848","金币：7700；材料：防具 ID 533「大自然の甲羅」×1；物品 ID 285「モルボルの花びら」×1","金币：7700；材料：防具 ID 533「大自然的甲壳」×1；物品 ID 285「魔界花的花瓣」×1","魔界花的甲壳"
"544","森羅万象の甲羅","防具","943","金币：10000；材料：防具 ID 537「森羅の甲羅」×1；物品 ID 2「高級薬草」×1","金币：10000；材料：防具 ID 537「森罗的甲壳」×1；物品 ID 2「高级药草」×1","森罗万象的甲壳"
"544","森羅万象の甲羅","防具","2025","金币：10000；材料：防具 ID 537「森羅の甲羅」×1；物品 ID 822「神様のどんぐり」×1","金币：10000；材料：防具 ID 537「森罗的甲壳」×1；物品 ID 822「神大人的橡果」×1","森罗万象的甲壳"
"545","ヌルヌール","防具","974","金币：10000；材料：防具 ID 538「無限粘魔の甲羅」×1；物品 ID 2「高級薬草」×1","金币：10000；材料：防具 ID 538「无限粘魔的甲壳」×1；物品 ID 2「高级药草」×1","滑溜溜"
"545","ヌルヌール","防具","2056","金币：11000；材料：防具 ID 538「無限粘魔の甲羅」×1；物品 ID 828「侵蝕の粘液」×1","金币：11000；材料：防具 ID 538「无限粘魔的甲壳」×1；物品 ID 828「侵蚀的粘液」×1","滑溜溜"
"546","マイティビートル","防具","1009","金币：12000；材料：防具 ID 539「神蟲の甲羅」×1；物品 ID 2「高級薬草」×1","金币：12000；材料：防具 ID 539「神虫的甲壳」×1；物品 ID 2「高级药草」×1","强力甲虫"
"546","マイティビートル","防具","2091","金币：12000；材料：防具 ID 539「神蟲の甲羅」×1；物品 ID 835「超蛭蟲細胞」×1","金币：12000；材料：防具 ID 539「神虫的甲壳」×1；物品 ID 835「超蛭虫细胞」×1","强力甲虫"
"549","ナノデバイス","防具","1071","金币：15000；材料：防具 ID 538「無限粘魔の甲羅」×1；物品 ID 2「高級薬草」×1","金币：15000；材料：防具 ID 538「无限粘魔的甲壳」×1；物品 ID 2「高级药草」×1","纳米设备"
"549","ナノデバイス","防具","2153","金币：15000；材料：防具 ID 538「無限粘魔の甲羅」×1；物品 ID 847「アンノウンセル」×1","金币：15000；材料：防具 ID 538「无限粘魔的甲壳」×1；物品 ID 847「未知之卵」×1","纳米设备"
"550","ガイアガーダー","防具","1102","金币：15500；材料：防具 ID 536「百獣の甲羅」×1；物品 ID 2「高級薬草」×1","金币：15500；材料：防具 ID 536「百兽的甲壳」×1；物品 ID 2「高级药草」×1","大地守护者"
"550","ガイアガーダー","防具","2184","金币：15500；材料：防具 ID 536「百獣の甲羅」×1；物品 ID 852「ゼロマター」×1","金币：15500；材料：防具 ID 536「百兽的甲壳」×1；物品 ID 852「零物质」×1","大地守护者"
"552","魔甲アルケロン","防具","1138","金币：16800；材料：防具 ID 536「百獣の甲羅」×1；物品 ID 2「高級薬草」×1","金币：16800；材料：防具 ID 536「百兽的甲壳」×1；物品 ID 2「高级药草」×1","魔甲阿尔凯隆"
"552","魔甲アルケロン","防具","2220","金币：16800；材料：防具 ID 536「百獣の甲羅」×1；物品 ID 848「永遠の鱗」×1","金币：16800；材料：防具 ID 536「百兽的甲壳」×1；物品 ID 848「永恒的鳞片」×1","魔甲阿尔凯隆"
"554","リボンズシェル","防具","1206","金币：20000；材料：防具 ID 542「モルボルの甲羅」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 542「魔界花的甲壳」×1；物品 ID 2「高级药草」×1","缎带甲壳"
"554","リボンズシェル","防具","2288","金币：20000；材料：防具 ID 542「モルボルの甲羅」×1；物品 ID 864「虹色の羽根」×1","金币：20000；材料：防具 ID 542「魔界花的甲壳」×1；物品 ID 864「彩虹色的羽毛」×1","缎带甲壳"
"557","白聖のローブ","防具","567","金币：5000；材料：防具 ID 132「白金のローブ」×1；物品 ID 256「恩寵の羽根」×1","金币：5000；材料：防具 ID 132「白金长袍」×1；物品 ID 256「恩宠的羽毛」×1","白圣袍"
"559","熾天使のローブ","防具","654","金币：6000；材料：防具 ID 142「ローブオブロード」×1；物品 ID 262「神々しい花びら」×1","金币：6000；材料：防具 ID 142「长袍主宰」×1；物品 ID 262「神圣花瓣」×1","炽天使长袍"
"560","オーシャンローブ","防具","591","金币：5800；材料：防具 ID 134「マーメイドローブ」×1；物品 ID 259「深海の鱗」×1","金币：5800；材料：防具 ID 134「人鱼长袍」×1；物品 ID 259「深海之鳞」×1","海洋长袍"
"561","メルティロード","防具","655","金币：6000；材料：防具 ID 145「メルティローブ」×1；物品 ID 259「深海の鱗」×1","金币：6000；材料：防具 ID 145「梅尔蒂长袍」×1；物品 ID 259「深海之鳞」×1","梅尔蒂主宰"
"562","神聖なるローブ","防具","744","金币：7000；材料：防具 ID 557「白聖のローブ」×1；物品 ID 262「神々しい花びら」×1","金币：7000；材料：防具 ID 557「白圣袍」×1；物品 ID 262「神圣花瓣」×1","神圣长袍"
"563","暗黒のローブ","防具","743","金币：7000；材料：防具 ID 141「ディジョンローブ」×1；物品 ID 269「終蟲の甲殻」×1","金币：7000；材料：防具 ID 141「第戎长袍」×1；物品 ID 269「终虫甲壳」×1","暗黑长袍"
"565","神仙九尾ローブ","防具","849","金币：9000；材料：防具 ID 143「九尾のローブ」×1；物品 ID 280「エレメントコア」×1","金币：9000；材料：防具 ID 143「九尾长袍」×1；物品 ID 280「元素核心」×1","神仙九尾长袍"
"566","世界樹のローブ","防具","850","金币：9000；材料：防具 ID 146「フラワーロード」×1；物品 ID 285「モルボルの花びら」×1","金币：9000；材料：防具 ID 146「花之主宰」×1；物品 ID 285「魔界花的花瓣」×1","世界树长袍"
"567","バハムートローブ","防具","851","金币：9500；材料：防具 ID 138「ダブルドラゴンローブ」×1；物品 ID 275「最後の竜牙」×1","金币：9500；材料：防具 ID 138「双龙长袍」×1；物品 ID 275「最终之龙牙」×1","巴哈姆特长袍"
"568","メカニカルローブ","防具","881","金币：9500；材料：防具 ID 558「科学者のローブ」×1；物品 ID 279「ネクストコア」×1","金币：9500；材料：防具 ID 558「科学者长袍」×1；物品 ID 279「次世代核心」×1","机械长袍"
"569","熾天使のローブ・聖災","防具","908","金币：11000；材料：防具 ID 559「熾天使のローブ」×1；物品 ID 283「カオスニウム」×1","金币：11000；材料：防具 ID 559「炽天使长袍」×1；物品 ID 283「混沌结晶」×1","炽天使长袍・圣灾"
"570","ニライカナイ","防具","975","金币：13500；材料：防具 ID 560「オーシャンローブ」×1；物品 ID 2「高級薬草」×1","金币：13500；材料：防具 ID 560「海洋长袍」×1；物品 ID 2「高级药草」×1","龙宫"
"570","ニライカナイ","防具","2057","金币：13500；材料：防具 ID 560「オーシャンローブ」×1；物品 ID 827「深淵の触手」×1","金币：13500；材料：防具 ID 560「海洋长袍」×1；物品 ID 827「深渊的触手」×1","龙宫"
"571","魔装バハムートロード","防具","1039","金币：17500；材料：防具 ID 567「バハムートローブ」×1；物品 ID 2「高級薬草」×1","金币：17500；材料：防具 ID 567「巴哈姆特长袍」×1；物品 ID 2「高级药草」×1","魔装巴哈姆特主宰"
"571","魔装バハムートロード","防具","2121","金币：17500；材料：防具 ID 567「バハムートローブ」×1；物品 ID 838「魔王の蛇尾」×1","金币：17500；材料：防具 ID 567「巴哈姆特长袍」×1；物品 ID 838「魔王的蛇尾」×1","魔装巴哈姆特主宰"
