"怪物ID","怪物名字","物品类型","物品ID","物品名字","获取方式","中文怪物名字","中文物品名字"
"502","コックローチ娘","物品","387","てんぷら","可偷食材","蟑螂娘","天妇罗"
"502","コックローチ娘","物品","231","魔虫の甲殻","可偷素材","蟑螂娘","魔虫的甲壳"
"502","コックローチ娘","防具","1902","アマゾネスエルフのパンツ","可偷内裤","蟑螂娘","亚马逊精灵的内裤"
"502","コックローチ娘","物品","1412","コックローチ娘のミルク","可偷牛奶","蟑螂娘","蟑螂娘的乳汁"
"503","スピードローチ","物品","8","バーストドリンク","掉落","迅捷蟑螂","爆发饮料"
"503","スピードローチ","物品","246","覇虫の針","掉落","迅捷蟑螂","霸虫的针"
"503","スピードローチ","武器","372","バイオニックアクス","掉落","迅捷蟑螂","生化斧"
"503","スピードローチ","物品","8","バーストドリンク","可偷物品","迅捷蟑螂","爆发饮料"
"503","スピードローチ","防具","1039","エルメスの腕輪","可偷物品","迅捷蟑螂","赫尔墨斯手镯"
"503","スピードローチ","物品","379","コロッケ","可偷食材","迅捷蟑螂","可乐饼"
"503","スピードローチ","物品","231","魔虫の甲殻","可偷素材","迅捷蟑螂","魔虫的甲壳"
"503","スピードローチ","防具","1903","ジャイアントパンツ","可偷内裤","迅捷蟑螂","巨型内裤"
"503","スピードローチ","物品","1413","スピードローチのミルク","可偷牛奶","迅捷蟑螂","迅捷蟑螂的乳汁"
"504","クィーンローチ","武器","111","流星の剣","掉落","萝切尔女王","流星制之剑"
"504","クィーンローチ","物品","246","覇虫の針","掉落","萝切尔女王","霸虫的针"
"504","クィーンローチ","防具","1394","虫技の秘伝書","掉落","萝切尔女王","虫技之秘传书"
"504","クィーンローチ","物品","1414","クィーンローチのミルク","可偷牛奶","萝切尔女王","萝切尔女王的乳汁"
"505","エルベティエ分裂体","物品","422","ゼリー","掉落","艾露贝提耶分裂体","果冻"
"505","エルベティエ分裂体","物品","248","えるえるゼリー","掉落","艾露贝提耶分裂体","咕噜咕噜果冻"
"505","エルベティエ分裂体","物品","24","命の木の実","掉落","艾露贝提耶分裂体","生命之果"
"506","エルベティエ","物品","24","命の木の実","掉落","艾露贝提耶","生命之果"
"506","エルベティエ","物品","248","えるえるゼリー","掉落","艾露贝提耶","咕噜咕噜果冻"
"506","エルベティエ","防具","1673","スライムの悟り","掉落","艾露贝提耶","史莱姆的领悟"
"506","エルベティエ","物品","1232","エルベティエのミルク","可偷牛奶","艾露贝提耶","艾露贝提耶的乳汁"
"507","マジックポット","物品","249","奇跡の卵","掉落","魔法壶","奇迹的蛋"
"507","マジックポット","防具","1724","絶魔の腕輪","掉落","魔法壶","绝魔手镯"
"507","マジックポット","物品","32","小さなメダル","掉落","魔法壶","小奖章"
"507","マジックポット","物品","9","エリクサー","可偷物品","魔法壶","圣灵药"
"507","マジックポット","物品","32","小さなメダル","可偷物品","魔法壶","小奖章"
"507","マジックポット","物品","415","ホワイトハートチョコ","可偷食材","魔法壶","白心巧克力"
"507","マジックポット","物品","218","ぐにゅぐにゅゼリー","可偷素材","魔法壶","咕啾咕啾的果冻"
"507","マジックポット","物品","1415","マジックポットのミルク","可偷牛奶","魔法壶","魔法壶的乳汁"
"508","豆狸","物品","18","打出の小槌","掉落","豆狸","打出的小槌"
"508","豆狸","物品","336","あんこ","掉落","豆狸","豆沙"
"508","豆狸","物品","69","土流橙土石","掉落","豆狸","土流橙土石"
"508","豆狸","物品","18","打出の小槌","可偷物品","豆狸","打出的小槌"
"508","豆狸","防具","1571","ミニマムガード","可偷物品","豆狸","缩小防护"
"508","豆狸","物品","404","たいやき","可偷食材","豆狸","鲷鱼烧"
"508","豆狸","物品","69","土流橙土石","可偷素材","豆狸","土流橙土石"
"508","豆狸","防具","1919","氷の魔女のパンツ","可偷内裤","豆狸","冰之魔女的内裤"
"508","豆狸","物品","1416","豆狸のミルク","可偷牛奶","豆狸","豆狸的乳汁"
"509","上狸","物品","242","もふもふしっぽ","掉落","上狸","毛绒绒的尾巴"
"509","上狸","物品","408","おだんご","掉落","上狸","团子"
"509","上狸","物品","69","土流橙土石","掉落","上狸","土流橙土石"
"509","上狸","物品","18","打出の小槌","可偷物品","上狸","打出的小槌"
"509","上狸","防具","1571","ミニマムガード","可偷物品","上狸","缩小防护"
"509","上狸","物品","404","たいやき","可偷食材","上狸","鲷鱼烧"
"509","上狸","物品","69","土流橙土石","可偷素材","上狸","土流橙土石"
"509","上狸","防具","1919","氷の魔女のパンツ","可偷内裤","上狸","冰之魔女的内裤"
"509","上狸","物品","1417","上狸のミルク","可偷牛奶","上狸","上狸的乳汁"
"510","忍狸","物品","242","もふもふしっぽ","掉落","忍狸","毛绒绒的尾巴"
"510","忍狸","物品","404","たいやき","掉落","忍狸","鲷鱼烧"
"510","忍狸","物品","69","土流橙土石","掉落","忍狸","土流橙土石"
"510","忍狸","物品","18","打出の小槌","可偷物品","忍狸","打出的小槌"
"510","忍狸","防具","1571","ミニマムガード","可偷物品","忍狸","缩小防护"
"510","忍狸","物品","404","たいやき","可偷食材","忍狸","鲷鱼烧"
"510","忍狸","物品","69","土流橙土石","可偷素材","忍狸","土流橙土石"
"510","忍狸","防具","1919","氷の魔女のパンツ","可偷内裤","忍狸","冰之魔女的内裤"
"510","忍狸","物品","1418","忍狸のミルク","可偷牛奶","忍狸","忍狸的乳汁"
"511","化け狸","物品","244","覇獣の爪","掉落","化狸","霸兽的爪子"
"511","化け狸","物品","242","もふもふしっぽ","掉落","化狸","毛绒绒的尾巴"
"511","化け狸","物品","69","土流橙土石","掉落","化狸","土流橙土石"
"511","化け狸","物品","22","万能薬","可偷物品","化狸","万能药"
"511","化け狸","防具","1613","扇の勲章","可偷物品","化狸","扇之勋章"
"511","化け狸","物品","395","お好み焼き","可偷食材","化狸","御好烧"
"511","化け狸","物品","69","土流橙土石","可偷素材","化狸","土流橙土石"
"511","化け狸","物品","1419","化け狸のミルク","可偷牛奶","化狸","化狸的乳汁"
"512","隠神刑部狸","物品","431","ヤマタイ酒","掉落","隐神刑部狸","邪马台酒"
"512","隠神刑部狸","物品","433","スルメ","掉落","隐神刑部狸","鱿鱼干"
"512","隠神刑部狸","物品","242","もふもふしっぽ","掉落","隐神刑部狸","毛绒绒的尾巴"
"512","隠神刑部狸","物品","9","エリクサー","可偷物品","隐神刑部狸","圣灵药"
"512","隠神刑部狸","防具","1511","土のリング","可偷物品","隐神刑部狸","土之戒指"
"512","隠神刑部狸","物品","431","ヤマタイ酒","可偷食材","隐神刑部狸","邪马台酒"
"512","隠神刑部狸","物品","69","土流橙土石","可偷素材","隐神刑部狸","土流橙土石"
"512","隠神刑部狸","防具","1920","天使兵のパンツ","可偷内裤","隐神刑部狸","天使兵的内裤"
"512","隠神刑部狸","物品","1420","隠神刑部狸のミルク","可偷牛奶","隐神刑部狸","隐神刑部狸的乳汁"
"513","黒狸","物品","242","もふもふしっぽ","掉落","黑狸","毛绒绒的尾巴"
"513","黒狸","物品","69","土流橙土石","掉落","黑狸","土流橙土石"
"513","黒狸","防具","143","九尾のローブ","掉落","黑狸","九尾长袍"
"513","黒狸","防具","1921","トリニティのパンツ","可偷内裤","黑狸","三位一体的内裤"
"513","黒狸","物品","1421","黒狸のミルク","可偷牛奶","黑狸","黑狸的乳汁"
"514","ヒミコ","物品","250","神代紙","掉落","卑弥呼","神代纸"
"514","ヒミコ","物品","243","禍々しい結晶","掉落","卑弥呼","不祥的结晶"
"514","ヒミコ","防具","1241","快楽の秘伝書","掉落","卑弥呼","快乐之秘传书"
"514","ヒミコ","物品","6","イリアスの霊薬","可偷物品","卑弥呼","伊莉娅丝的灵药"
"514","ヒミコ","防具","1063","秘宝のかんざし","可偷物品","卑弥呼","秘宝发簪"
"514","ヒミコ","物品","372","うな重","可偷食材","卑弥呼","鳗鱼饭"
"514","ヒミコ","物品","250","神代紙","可偷素材","卑弥呼","神代纸"
"514","ヒミコ","防具","1969","くのいちハーピーのパンツ","可偷内裤","卑弥呼","女忍哈比的内裤"
"514","ヒミコ","物品","1422","ヒミコのミルク","可偷牛奶","卑弥呼","卑弥呼的乳汁"
"515","くのいちエルフ","物品","250","神代紙","掉落","女忍精灵","神代纸"
"515","くのいちエルフ","物品","5","エルフの霊薬","掉落","女忍精灵","精灵的灵药"
"515","くのいちエルフ","物品","53","赤熱紅炎石","掉落","女忍精灵","赤热红炎石"
"515","くのいちエルフ","物品","102","風魔手裏剣","可偷物品","女忍精灵","风魔手里剑"
"515","くのいちエルフ","防具","1298","忍者刀の秘伝書","可偷物品","女忍精灵","忍者刀之秘传书"
"515","くのいちエルフ","物品","361","おにぎり","可偷食材","女忍精灵","饭团"
"515","くのいちエルフ","物品","230","涙の魔石","可偷素材","女忍精灵","泪的魔石"
"515","くのいちエルフ","防具","1917","黒薔薇のパンツ","可偷内裤","女忍精灵","黑蔷薇的内裤"
"515","くのいちエルフ","物品","1423","くのいちエルフのミルク","可偷牛奶","女忍精灵","女忍精灵的乳汁"
"516","くのいちエルフ","物品","250","神代紙","掉落","女忍精灵","神代纸"
"516","くのいちエルフ","物品","5","エルフの霊薬","掉落","女忍精灵","精灵的灵药"
"516","くのいちエルフ","物品","57","凍結蒼氷石","掉落","女忍精灵","冻结苍冰石"
"516","くのいちエルフ","物品","102","風魔手裏剣","可偷物品","女忍精灵","风魔手里剑"
"516","くのいちエルフ","防具","1551","ブラインガード","可偷物品","女忍精灵","失明防护"
"516","くのいちエルフ","物品","368","お寿司","可偷食材","女忍精灵","寿司"
"516","くのいちエルフ","物品","230","涙の魔石","可偷素材","女忍精灵","泪的魔石"
"516","くのいちエルフ","防具","1917","黒薔薇のパンツ","可偷内裤","女忍精灵","黑蔷薇的内裤"
"516","くのいちエルフ","物品","1423","くのいちエルフのミルク","可偷牛奶","女忍精灵","女忍精灵的乳汁"
"517","くのいちエルフ","物品","250","神代紙","掉落","女忍精灵","神代纸"
"517","くのいちエルフ","物品","5","エルフの霊薬","掉落","女忍精灵","精灵的灵药"
"517","くのいちエルフ","物品","61","電光黄雷石","掉落","女忍精灵","电光黄雷石"
"517","くのいちエルフ","物品","102","風魔手裏剣","可偷物品","女忍精灵","风魔手里剑"
"517","くのいちエルフ","防具","1553","サイレスガード","可偷物品","女忍精灵","沉默防护"
"517","くのいちエルフ","物品","389","味噌汁","可偷食材","女忍精灵","味噌汤"
"517","くのいちエルフ","物品","230","涙の魔石","可偷素材","女忍精灵","泪的魔石"
"517","くのいちエルフ","防具","1917","黒薔薇のパンツ","可偷内裤","女忍精灵","黑蔷薇的内裤"
"517","くのいちエルフ","物品","1423","くのいちエルフのミルク","可偷牛奶","女忍精灵","女忍精灵的乳汁"
"518","くのいちサキュバス","物品","102","風魔手裏剣","掉落","女忍魅魔","风魔手里剑"
"518","くのいちサキュバス","物品","243","禍々しい結晶","掉落","女忍魅魔","不祥的结晶"
"518","くのいちサキュバス","武器","272","一撃の刃","掉落","女忍魅魔","一击之刃"
"518","くのいちサキュバス","物品","102","風魔手裏剣","可偷物品","女忍魅魔","风魔手里剑"
"518","くのいちサキュバス","防具","1240","快楽の書","可偷物品","女忍魅魔","快乐之书"
"518","くのいちサキュバス","物品","361","おにぎり","可偷食材","女忍魅魔","饭团"
"518","くのいちサキュバス","物品","222","艶めかしい尻尾","可偷素材","女忍魅魔","艳丽的尾巴"
"518","くのいちサキュバス","防具","1913","蛇骨パンツ","可偷内裤","女忍魅魔","蛇骨内裤"
"518","くのいちサキュバス","物品","1424","くのいちサキュバスのミルク","可偷牛奶","女忍魅魔","女忍魅魔的乳汁"
"519","くのいちハーピー","物品","23","ハーピーの羽","掉落","女忍哈比","哈比之羽"
"519","くのいちハーピー","物品","102","風魔手裏剣","掉落","女忍哈比","风魔手里剑"
"519","くのいちハーピー","物品","249","奇跡の卵","掉落","女忍哈比","奇迹的蛋"
