"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"106","錬金術士","3","技能","2170","氷の剣","錬金術","対象：味方全体　効果：通常攻撃氷属性・氷属性無効
味方全体が氷の剣を装備し、氷の加護を得る","0","0","0","","41","炼金术士","冰之剑","炼金术","対象：味方全体　効果：通常攻撃氷属性・氷属性無効
全体队友装备冰之剑，获得冰的庇护"
"106","錬金術士","3","技能","2173","土の剣","錬金術","対象：味方全体　効果：通常攻撃土属性・土属性無効
味方全体が土の剣を装備し、土の加護を得る","0","0","0","","41","炼金术士","土之剑","炼金术","対象：味方全体　効果：通常攻撃土属性・土属性無効
我方全体装备土之剑，获得土之庇护"
"106","錬金術士","4","技能","2160","アル・エーテル","錬金術","対象：味方単体　効果：MP小回復
アル・エーテルを錬成し、MPを回復させる","0","0","0","","41","炼金术士","炼金以太","炼金术","対象：味方単体　効果：MP小回復
炼成炼金以太，恢复MP"
"106","錬金術士","4","技能","2171","雷の剣","錬金術","対象：味方全体　効果：通常攻撃雷属性・雷属性無効
味方全体が雷の剣を装備し、雷の加護を得る","0","0","0","","41","炼金术士","雷之剑","炼金术","対象：味方全体　効果：通常攻撃雷属性・雷属性無効
全体队友装备雷之剑，获得雷的庇护"
"106","錬金術士","4","技能","2172","風の剣","錬金術","対象：味方全体　効果：通常攻撃風属性・風属性無効
味方全体が風の剣を装備し、風の加護を得る","0","0","0","","41","炼金术士","风之剑","炼金术","対象：味方全体　効果：通常攻撃風属性・風属性無効
全体队友装备风之剑，获得风的庇护"
"106","錬金術士","4","技能","2174","水の剣","錬金術","対象：味方全体　効果：通常攻撃水属性・水属性無効
味方全体が水の剣を装備し、水の加護を得る","0","0","0","","41","炼金术士","水之剑","炼金术","対象：味方全体　効果：通常攻撃水属性・水属性無効
我方全体装备水之剑，获得水之庇护"
"106","錬金術士","5","技能","2158","グラン・ポーション","錬金術","対象：味方単体　効果：HP全回復
グラン・ポーションを錬成し、体力を回復させる","0","0","0","","41","炼金术士","大药水","炼金术","対象：味方単体　効果：HP全回復
炼成大药水，恢复体力"
"106","錬金術士","5","技能","2163","アル・ブースト","錬金術","対象：味方単体　効果：SP全回復
アル・ブーストを錬成し、SPを回復させる","0","0","0","","41","炼金术士","炼金能量","炼金术","対象：味方単体　効果：SP全回復
炼成炼金能量，恢复SP"
"106","錬金術士","5","技能","2180","守護天使の兜","錬金術","対象：味方全体　効果：即死・昇天・絶頂無効
守護天使の兜を錬成し、即死系効果を予防する","0","0","0","","41","炼金术士","守护天使之盔","炼金术","対象：味方全体　効果：即死・昇天・絶頂無効
炼成守护天使之盔，预防即死效果"
"106","錬金術士","5","技能","2183","白い太陽","錬金術","対象：味方全体　効果：物理属性吸収
白い太陽を錬成し、物理属性を吸収する","0","0","0","","41","炼金术士","白色的太阳","炼金术","対象：味方全体　効果：物理属性吸収
炼成白色的太阳，吸收物理属性"
"106","錬金術士","5","技能","2186","造られし者の崩壊","錬金術","威力：ＳＳＳ（魔or器）　対象：敵全体　効果：人形・キメラ特攻
造られし者のみに圧倒的な効果がある錬金術の奥義","0","0","0","","41","炼金术士","被造者的崩坏","炼金术","威力：ＳＳＳ（魔or器）　対象：敵全体　効果：人形・キメラ特攻
对被造者有压倒性效果的炼金术奥义"
"106","錬金術士","6","技能","2161","グラン・エーテル","錬金術","対象：味方単体　効果：MP全回復
グラン・エーテルを錬成し、MPを回復させる","0","0","0","","41","炼金术士","大以太","炼金术","対象：味方単体　効果：MP全回復
炼成大以太，恢复MP"
"106","錬金術士","6","技能","2175","聖なる剣","錬金術","対象：味方全体　効果：通常攻撃聖属性・聖属性半減
味方全体が聖なる剣を装備し、聖なる加護を得る","0","0","0","","41","炼金术士","圣之剑","炼金术","対象：味方全体　効果：通常攻撃聖属性・聖属性半減
我方全体装备圣之剑，获得圣之庇护"
"106","錬金術士","6","技能","2176","闇の剣","錬金術","対象：味方全体　効果：通常攻撃闇属性・闇属性半減
味方全体が闇の剣を装備し、闇の加護を得る","0","0","0","","41","炼金术士","暗之剑","炼金术","対象：味方全体　効果：通常攻撃闇属性・闇属性半減
我方全体装备暗之剑，获得暗之庇护"
"106","錬金術士","6","技能","2177","疾風の靴","錬金術","対象：味方全体　効果：回避率大アップ
疾風の靴を錬成し、回避率を大幅に高める","0","0","0","","41","炼金术士","疾风之靴","炼金术","対象：味方全体　効果：回避率大アップ
炼成疾风之靴，大幅提高回避率"
"106","錬金術士","7","技能","2159","最後のポーション","錬金術","対象：味方全体　効果：HP全回復
最後のポーションを錬成し、体力を回復させる","0","0","0","","41","炼金术士","最后的药水","炼金术","対象：味方全体　効果：HP全回復
炼成最后的药水，恢复体力"
"106","錬金術士","7","技能","2164","最後のブースト","錬金術","対象：味方全体　効果：SP全回復
最後のブーストを錬成し、SPを回復させる","0","0","0","","41","炼金术士","最后的能量","炼金术","対象：味方全体　効果：SP全回復
炼成最后的能量，恢复SP"
"106","錬金術士","7","技能","2178","ワンダールビー","錬金術","対象：味方全体　効果：魔法回避率大アップ
ワンダールビーを錬成し、魔法回避率を大幅に高める","0","0","0","","41","炼金术士","奇迹红宝石","炼金术","対象：味方全体　効果：魔法回避率大アップ
炼成奇迹红宝石，大幅提高魔法回避率"
"106","錬金術士","8","技能","2162","最後のエーテル","錬金術","対象：味方全体　効果：MP全回復
最後のエーテルを錬成し、MPを回復させる","0","0","0","","41","炼金术士","最后的以太","炼金术","対象：味方全体　効果：MP全回復
炼成最后的以太，恢复MP"
"106","錬金術士","8","技能","2168","フェニックスソウル","錬金術","対象：味方全体　効果：自動蘇生
フェニックスソウルを錬成し、自動蘇生させる","0","0","0","","41","炼金术士","不死鸟之魂","炼金术","対象：味方全体　効果：自動蘇生
炼成不死鸟之魂，自动复活"
"106","錬金術士","9","技能","2165","万能シャワー","錬金術","対象：味方全体　効果：全状態異常回復
万能シャワーを錬成し、状態異常を回復する","0","0","0","","41","炼金术士","万能淋浴","炼金术","対象：味方全体　効果：全状態異常回復
炼成万能淋浴，恢复异常状态"
"106","錬金術士","9","技能","2181","安堵のドレス","錬金術","対象：味方全体　効果：状態異常予防
安堵のドレスを錬成し、状態異常を予防する","0","0","0","","41","炼金术士","安心的礼服","炼金术","対象：味方全体　効果：状態異常予防
炼成安心的礼服，预防状态异常"
"106","錬金術士","9","技能","2184","月の微笑","錬金術","対象：味方全体　効果：快楽属性吸収
月の微笑を錬成し、快楽属性を吸収する","0","0","0","","41","炼金术士","月亮的微笑","炼金术","対象：味方全体　効果：快楽属性吸収
炼成月亮的微笑，吸收快乐属性"
"106","錬金術士","9","能力","8406","錬金素材自動ゲット","特殊アビリティ","戦闘中、錬金素材をゲットする事がある","","","","10","5","炼金术士","炼金素材自动获取","特殊能力","战斗中，有机会获得炼金素材"
"106","錬金術士","10","技能","2166","シャインオーラ","錬金術","対象：味方全体　効果：HP・MP・SPターン大回復
シャインオーラを錬成し、徐々に体力や気力を回復させる","0","0","0","","41","炼金术士","闪耀光环","炼金术","対象：味方全体　効果：HP・MP・SPターン大回復
炼成闪耀光环，逐渐恢复体力和气力"
"107","錬金宝具士","2","技能","2188","真理の鎧","錬金術","対象：味方全体　効果：炎・氷・雷・風・土・水吸収
真理の鎧を錬成し、六属性を吸収する","0","0","0","","41","炼金宝具士","真理之铠","炼金术","対象：味方全体　効果：炎・氷・雷・風・土・水吸収
炼成真理之铠，吸收六属性"
"107","錬金宝具士","3","技能","2189","巨人のマスク","錬金術","対象：味方全体　効果：最大HP2倍
巨人のマスクを錬成し、一時的に最大HPを増強する","0","0","0","","41","炼金宝具士","巨人的面具","炼金术","対象：味方全体　効果：最大HP2倍
炼成巨人的面具，暂时增强最大HP"
"107","錬金宝具士","4","技能","2190","アテナの腕輪","錬金術","対象：味方全体　効果：武技二連続発動
アテナの腕輪を錬成し、武技スキルを二連続で発動させる","0","0","0","","41","炼金宝具士","雅典娜的手镯","炼金术","対象：味方全体　効果：武技二連続発動
炼成雅典娜的手镯，使武技技能连续发动两次"
"107","錬金宝具士","5","技能","2191","アリスソウル","錬金術","対象：味方全体　効果：魔法二連続発動
アリスソウルを錬成し、魔法スキルを二連続で発動させる","0","0","0","","41","炼金宝具士","爱丽丝之魂","炼金术","対象：味方全体　効果：魔法二連続発動
炼成爱丽丝之魂，使魔法技能连续发动两次"
"107","錬金宝具士","6","技能","2192","ファイナルエリクサー","錬金術","対象：味方全体　効果：HP・MP・SP全回復
ファイナルエリクサーを錬成し、即座に使用する","0","0","0","","41","炼金宝具士","终极圣灵药","炼金术","対象：味方全体　効果：HP・MP・SP全回復
炼成终极圣灵药，立即使用"
"107","錬金宝具士","7","技能","2193","フルイージス","錬金術","対象：味方全体　効果：物理・快楽反射
フルイージスを錬成し、物理と快楽を反射する","0","0","0","","41","炼金宝具士","全防御","炼金术","対象：味方全体　効果：物理・快楽反射
炼成全防御，反射物理和快乐"
