"技能ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","HP消耗","MP消耗","SP消耗（内部TP）","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"2122","寒いギャグ","話す","対象：敵全体　効果：沈黙・フリーズ
寒いギャグで敵を硬直させる","120:情報屋（Lv9）","","0","0","2","冷笑话","交谈","対象：敵全体　効果：沈黙・フリーズ
用冷笑话让敌人僵直","120:情报贩子（Lv9）","","39"
"2123","言葉の爆弾","話す","威力：Ａ（器）　対象：敵全体　属性：音波
言霊の力で爆発を起こす","121:話術士（Lv10）","","0","0","7","言语之炸弹","交谈","威力：Ａ（器）　対象：敵全体　属性：音波
用言灵的力量引发爆炸","121:话术士（Lv10）","","39"
"2124","呪詛","話す","対象：敵全体　効果：即死・闇穢
言霊の力で敵全体に呪いを振りまく","122:話神（Lv5）","","0","0","6","诅咒","交谈","対象：敵全体　効果：即死・闇穢
用言灵的力量对全体敌人施加诅咒","122:话神（Lv5）","","39"
"2125","祝詞","話す","対象：味方全体　効果：HP大回復
言霊の力で味方全体を癒やす","122:話神（Lv9）","","0","0","5","祝词","交谈","対象：味方全体　効果：HP大回復
用言灵的力量治愈我方全体","122:话神（Lv9）","","39"
"2126","英雄譚","話す","対象：味方全体　効果：全能力アップ
言霊の力で味方全体の潜在能力を解放する","122:話神（Lv4）","","0","0","8","英雄谭","交谈","対象：味方全体　効果：全能力アップ
用言灵的力量解放我方全体的潜在能力","122:话神（Lv4）","","39"
"2127","クィックワード","話す","対象：味方全体　効果：二回行動1ターン
味方全体が機敏に動くようになる支援の言霊","7045:言霊神（Lv14）","","0","0","25","快速话语","交谈","対象：味方全体　効果：二回行動1ターン
让我方全体敏捷行动的支援言灵","7045:言灵神（Lv14）","","39"
"2128","オーバーワード","話す","対象：敵全体　効果：混乱・睡眠・石化・ミニマム
敵に呪いを振りまく禁断の言霊","7045:言霊神（Lv2）","","0","0","5","过度话语","交谈","対象：敵全体　効果：混乱・睡眠・石化・ミニマム
对敌施加诅咒的禁断言灵","7045:言灵神（Lv2）","","39"
"2129","行動予約","話す","対象：使用者　効果：次ターンに三回行動
そのターンは行動せずに、次ターンに三連続で行動する","7045:言霊神（Lv8）","","0","0","10","行动预约","交谈","対象：使用者　効果：次ターンに三回行動
该回合不行动，下次回合连续行动三次","7045:言灵神（Lv8）","","39"
"2132","燃焼反応","魔導科学","威力：Ｄ（魔or器）　対象：敵全体　属性：炎
科学の力で燃焼反応を起こす","103:学者（Lv2）","","0","0","3","燃烧反应","魔導科学","威力：Ｄ（魔or器）　対象：敵全体　属性：炎
用科学的力量引发燃烧反应","103:学者（Lv2）","","40"
"2133","超熱輻射","魔導科学","威力：Ｃ（魔or器）　対象：敵全体　属性：炎
科学の力で超熱輻射を起こす","104:魔導学者（Lv2）","","0","0","5","超热辐射","魔導科学","威力：Ｃ（魔or器）　対象：敵全体　属性：炎
利用科学的力量引发超热辐射","104:魔导学者（Lv2）","","40"
"2134","爆縮","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：炎
科学の力で爆縮を起こす","105:マスターアルケミスト（Lv2）","","0","0","8","内爆","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：炎
利用科学的力量引发内爆","105:大师炼金术士（Lv2）","","40"
"2135","凝結反応","魔導科学","威力：Ｄ（魔or器）　対象：敵全体　属性：氷
科学の力で凝結反応を起こす","103:学者（Lv3）","333:ゾンビドクター（Lv3）","0","0","3","凝结反应","魔導科学","威力：Ｄ（魔or器）　対象：敵全体　属性：氷
利用科学的力量引发凝结反应","103:学者（Lv3）","333:僵尸医生（Lv3）","40"
"2136","電荷相転移","魔導科学","威力：Ｃ（魔or器）　対象：敵全体　属性：氷
科学の力で電荷相転移を起こす","104:魔導学者（Lv3）","333:ゾンビドクター（Lv10）","0","0","5","电荷相变","魔導科学","威力：Ｃ（魔or器）　対象：敵全体　属性：氷
利用科学的力量引发电荷相变","104:魔导学者（Lv3）","333:僵尸医生（Lv10）","40"
"2137","絶対零度","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：氷
科学の力で絶対零度を起こす","105:マスターアルケミスト（Lv5）","","0","0","8","绝对零度","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：氷
利用科学的力量引发绝对零度","105:大师炼金术士（Lv5）","","40"
"2138","通電反応","魔導科学","威力：Ｄ（魔or器）　対象：敵全体　属性：雷
科学の力で通電反応を起こす","103:学者（Lv4）","","0","0","3","通电反应","魔導科学","威力：Ｄ（魔or器）　対象：敵全体　属性：雷
利用科学的力量引发通电反应","103:学者（Lv4）","","40"
"2139","真空放電","魔導科学","威力：Ｃ（魔or器）　対象：敵全体　属性：雷
科学の力で真空放電を起こす","104:魔導学者（Lv4）","","0","0","5","真空放电","魔導科学","威力：Ｃ（魔or器）　対象：敵全体　属性：雷
利用科学的力量引发真空放电","104:魔导学者（Lv4）","","40"
"2140","プラズマ","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：雷
科学の力でプラズマを起こす","105:マスターアルケミスト（Lv8）","334:デスプロフェッサー（Lv7）","0","0","8","等离子","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：雷
利用科学的力量引发等离子体","105:大师炼金术士（Lv8）","334:死亡教授（Lv7）","40"
"2141","沈黙の春","魔導科学","威力：Ｂ（魔or器）　対象：敵全体　属性：バイオ　効果：暗闇・沈黙
特別に生成された化学兵器を使用する","104:魔導学者（Lv10）","","0","0","6","寂静的春天","魔導科学","威力：Ｂ（魔or器）　対象：敵全体　属性：バイオ　効果：暗闇・沈黙
使用特别生成的化学武器","104:魔导学者（Lv10）","","40"
"2142","デザインブレイク","魔導科学","威力：Ｂ（魔or器）　対象：敵単体　効果：キメラ特攻
遺伝子操作された特別な魔物を破壊する","104:魔導学者（Lv9）","","0","0","5","设计破坏","魔導科学","威力：Ｂ（魔or器）　対象：敵単体　効果：キメラ特攻
破坏经过基因操作的特殊魔物","104:魔导学者（Lv9）","","40"
"2143","IDデストラクション","魔導科学","威力：Ｂ（魔or器）　対象：敵全体　効果：キメラ特攻
遺伝子操作された特別な魔物を抹消する","105:マスターアルケミスト（Lv4）","","0","0","6","ID破坏","魔導科学","威力：Ｂ（魔or器）　対象：敵全体　効果：キメラ特攻
抹消经过基因操作的特殊魔物","105:大师炼金术士（Lv4）","","40"
"2144","アルマゲスト","魔導科学","威力：Ｂ（魔or器）　対象：敵全体　属性：闇
科学の力で闇の波動を導く","","333:ゾンビドクター（Lv10）","10%当前HP","0","3","天文学大成","魔導科学","威力：Ｂ（魔or器）　対象：敵全体　属性：闇
用科学的力量引导暗之波动","","333:僵尸医生（Lv10）","40"
"2145","ダークマター","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：闇
科学の力でダークマターを発生させる","","334:デスプロフェッサー（Lv10）","15%当前HP","0","8","暗物质","魔導科学","威力：Ａ（魔or器）　対象：敵全体　属性：闇
用科学的力量引发暗物质","","334:死亡教授（Lv10）","40"
"2146","ニュークリア","魔導科学","威力：Ｓ（魔or器）　対象：敵全体　属性：核熱
科学の力で核融合反応を引き起こす","105:マスターアルケミスト（Lv10）","","0","0","11","核","魔導科学","威力：Ｓ（魔or器）　対象：敵全体　属性：核熱
用科学的力量引发核融合反应","105:大师炼金术士（Lv10）","","40"
"2147","全環境防護","魔導科学","対象：使用者　効果：炎・氷・雷無効
全環境に耐えうる防護装備を着用する","103:学者（Lv7）","","0","0","2","全环境防护","魔導科学","対象：使用者　効果：炎・氷・雷無効
穿上能耐受全环境的防护装备","103:学者（Lv7）","","40"
"2148","対化学防護","魔導科学","対象：使用者　効果：状態異常予防
化学戦に耐えうる防護装備を着用する","103:学者（Lv9）","","0","0","2","化学防护","魔導科学","対象：使用者　効果：状態異常予防
穿上能耐受化学战的防护装备","103:学者（Lv9）","","40"
"2149","MP変換","魔導科学","対象：使用者　効果：MP小回復
SPをMPに変換する","103:学者（Lv10）","","0","0","3","MP转换","魔導科学","対象：使用者　効果：MP小回復
将SP转换为MP","103:学者（Lv10）","","40"
"2150","超MP変換","魔導科学","対象：使用者　効果：MP中回復
大量のSPをMPに変換する","104:魔導学者（Lv8）","","0","0","8","超MP转换","魔導科学","対象：使用者　効果：MP中回復
将大量SP转换为MP","104:魔导学者（Lv8）","","40"
"2151","極MP変換","魔導科学","対象：使用者　効果：MP大回復
膨大な量のSPをMPに変換する","105:マスターアルケミスト（Lv9）","","0","0","12","极MP转换","魔導科学","対象：使用者　効果：MP大回復
将庞大数量的SP转换为MP","105:大师炼金术士（Lv9）","","40"
"2152","SP変換","魔導科学","対象：使用者　効果：SP小回復
MPをSPに変換する","103:学者（Lv8）","","0","5","0","SP转换","魔導科学","対象：使用者　効果：SP小回復
将MP转换为SP","103:学者（Lv8）","","40"
"2153","超SP変換","魔導科学","対象：使用者　効果：SP中回復
大量のMPをSPに変換する","104:魔導学者（Lv7）","","0","10","0","超SP转换","魔導科学","対象：使用者　効果：SP中回復
将大量MP转换为SP","104:魔导学者（Lv7）","","40"
"2154","極SP変換","魔導科学","対象：使用者　効果：SP大回復
膨大な量のMPをSPに変換する","105:マスターアルケミスト（Lv7）","","0","20","0","极SP转换","魔導科学","対象：使用者　効果：SP大回復
将庞大数量的MP转换为SP","105:大师炼金术士（Lv7）","","40"
"2157","アル・ポーション","錬金術","対象：味方単体　効果：HP中回復
アル・ポーションを錬成し、体力を回復させる","106:錬金術士（Lv2）","","0","0","0","炼金药水","炼金术","対象：味方単体　効果：HP中回復
炼成炼金药水，恢复体力","106:炼金术士（Lv2）","","41"
"2158","グラン・ポーション","錬金術","対象：味方単体　効果：HP全回復
グラン・ポーションを錬成し、体力を回復させる","106:錬金術士（Lv5）","","0","0","0","大药水","炼金术","対象：味方単体　効果：HP全回復
炼成大药水，恢复体力","106:炼金术士（Lv5）","","41"
"2159","最後のポーション","錬金術","対象：味方全体　効果：HP全回復
最後のポーションを錬成し、体力を回復させる","106:錬金術士（Lv7）","","0","0","0","最后的药水","炼金术","対象：味方全体　効果：HP全回復
炼成最后的药水，恢复体力","106:炼金术士（Lv7）","","41"
"2160","アル・エーテル","錬金術","対象：味方単体　効果：MP小回復
アル・エーテルを錬成し、MPを回復させる","106:錬金術士（Lv4）","","0","0","0","炼金以太","炼金术","対象：味方単体　効果：MP小回復
炼成炼金以太，恢复MP","106:炼金术士（Lv4）","","41"
"2161","グラン・エーテル","錬金術","対象：味方単体　効果：MP全回復
グラン・エーテルを錬成し、MPを回復させる","106:錬金術士（Lv6）","","0","0","0","大以太","炼金术","対象：味方単体　効果：MP全回復
炼成大以太，恢复MP","106:炼金术士（Lv6）","","41"
"2162","最後のエーテル","錬金術","対象：味方全体　効果：MP全回復
最後のエーテルを錬成し、MPを回復させる","106:錬金術士（Lv8）","","0","0","0","最后的以太","炼金术","対象：味方全体　効果：MP全回復
炼成最后的以太，恢复MP","106:炼金术士（Lv8）","","41"
"2163","アル・ブースト","錬金術","対象：味方単体　効果：SP全回復
アル・ブーストを錬成し、SPを回復させる","106:錬金術士（Lv5）","","0","0","0","炼金能量","炼金术","対象：味方単体　効果：SP全回復
炼成炼金能量，恢复SP","106:炼金术士（Lv5）","","41"
