"大分类","技能类型ID","技能类型名称","技能类型中文名称","技能ID","技能名称","技能中文名称"
"能力","2","職技アビリティ","职技能力","6999","物理攻撃スタン付加75%","物理攻击眩晕附加75%"
"能力","2","職技アビリティ","职技能力","7000","/物理攻撃スタン付加100%",""
"能力","2","職技アビリティ","职技能力","7001","物理攻撃ヌルヌル付加75%","物理攻击黏滑附加75%"
"能力","2","職技アビリティ","职技能力","7002","/物理攻撃ヌルヌル付加100%",""
"能力","2","職技アビリティ","职技能力","7003","物理攻撃敏感付加75%","物理攻击敏感附加75%"
"能力","2","職技アビリティ","职技能力","7004","/物理攻撃敏感付加100%",""
"能力","2","職技アビリティ","职技能力","7005","物理攻撃恍惚付加75%","物理攻击恍惚附加75%"
"能力","2","職技アビリティ","职技能力","7006","/物理攻撃恍惚付加100%",""
"能力","2","職技アビリティ","职技能力","7007","物理攻撃誘惑付加75%","物理攻击诱惑附加75%"
"能力","2","職技アビリティ","职技能力","7008","/物理攻撃誘惑付加100%",""
"能力","2","職技アビリティ","职技能力","7009","物理攻撃失禁付加75%","物理攻击失禁附加75%"
"能力","2","職技アビリティ","职技能力","7010","/物理攻撃失禁付加100%",""
"能力","2","職技アビリティ","职技能力","7011","竪琴オーバーブースター","竖琴超增强"
"能力","2","職技アビリティ","职技能力","7012","包丁オーバーブースター","菜刀超增强"
"能力","2","職技アビリティ","职技能力","7013","そろばんオーバーブースター","算盘超增强"
"能力","2","職技アビリティ","职技能力","7014","メスオーバーブースター","手术刀超增强"
"能力","2","職技アビリティ","职技能力","7015","カードオーバーブースター","卡牌超增强"
"能力","2","職技アビリティ","职技能力","7016","皿オーバーブースター","盘超增强"
"能力","2","職技アビリティ","职技能力","7017","淫具オーバーブースター","淫具超增强"
"能力","2","職技アビリティ","职技能力","7018","盗賊技ハイブースター","盗贼技高级增强"
"能力","2","職技アビリティ","职技能力","7019","盗賊技エクスブースター","盗贼技极限增强"
"能力","2","職技アビリティ","职技能力","7020","盗賊技オーバーブースター","盗贼技超增强"
"能力","2","職技アビリティ","职技能力","7021","/盗賊技ブースター",""
"能力","2","職技アビリティ","职技能力","7022","/盗賊技ブースター",""
"能力","2","職技アビリティ","职技能力","7023","/盗賊技ブースター",""
"能力","2","職技アビリティ","职技能力","7024","忍術ハイブースター","忍术高级增强"
"能力","2","職技アビリティ","职技能力","7025","忍術エクスブースター","忍术极限增强"
"能力","2","職技アビリティ","职技能力","7026","忍術オーバーブースター","忍术超增强"
"能力","2","職技アビリティ","职技能力","7027","/忍術ブースター",""
"能力","2","職技アビリティ","职技能力","7028","/忍術ブースター",""
"能力","2","職技アビリティ","职技能力","7029","/忍術ブースター",""
"能力","2","職技アビリティ","职技能力","7030","海賊技ハイブースター","海贼技高级增强"
"能力","2","職技アビリティ","职技能力","7031","海賊技エクスブースター","海贼技极限增强"
"能力","2","職技アビリティ","职技能力","7032","海賊技オーバーブースター","海贼技超增强"
"能力","2","職技アビリティ","职技能力","7033","/海賊技ブースター",""
"能力","2","職技アビリティ","职技能力","7034","/海賊技ブースター",""
"能力","2","職技アビリティ","职技能力","7035","/海賊技ブースター",""
"能力","2","職技アビリティ","职技能力","7036","ヒーロー技ハイブースター","英雄技高级增强"
"能力","2","職技アビリティ","职技能力","7037","ヒーロー技エクスブースター","英雄技极限增强"
"能力","2","職技アビリティ","职技能力","7038","ヒーロー技オーバーブースター","英雄技超增强"
"能力","2","職技アビリティ","职技能力","7039","/ヒーロー技ブースター",""
"能力","2","職技アビリティ","职技能力","7040","/ヒーロー技ブースター",""
"能力","2","職技アビリティ","职技能力","7041","/ヒーロー技ブースター",""
"能力","2","職技アビリティ","职技能力","7042","商技ハイブースター","商技高级增强"
"能力","2","職技アビリティ","职技能力","7043","商技エクスブースター","商技极限增强"
"能力","2","職技アビリティ","职技能力","7044","商技オーバーブースター","商技超增强"
"能力","2","職技アビリティ","职技能力","7045","/商技ブースター",""
"能力","2","職技アビリティ","职技能力","7046","/商技ブースター",""
"能力","2","職技アビリティ","职技能力","7047","/商技ブースター",""
"能力","2","職技アビリティ","职技能力","7048","EXアイテムハイブースター","EX物品高级增强"
"能力","2","職技アビリティ","职技能力","7049","EXアイテムエクスブースター","EX物品极限增强"
"能力","2","職技アビリティ","职技能力","7050","EXアイテムオーバーブースター","EX物品超增强"
"能力","2","職技アビリティ","职技能力","7051","/EXアイテムブースター",""
"能力","2","職技アビリティ","职技能力","7052","/EXアイテムブースター",""
"能力","2","職技アビリティ","职技能力","7053","/EXアイテムブースター",""
"能力","2","職技アビリティ","职技能力","7054","オラクルハイブースター","神谕高级增强"
"能力","2","職技アビリティ","职技能力","7055","オラクルエクスブースター","神谕极限增强"
"能力","2","職技アビリティ","职技能力","7056","オラクルオーバーブースター","神谕超增强"
"能力","2","職技アビリティ","职技能力","7057","/オラクルブースター",""
"能力","2","職技アビリティ","职技能力","7058","/オラクルブースター",""
"能力","2","職技アビリティ","职技能力","7059","/オラクルブースター",""
"能力","2","職技アビリティ","职技能力","7060","踊るハイブースター","舞蹈高级增强"
"能力","2","職技アビリティ","职技能力","7061","踊るエクスブースター","舞蹈极限增强"
"能力","2","職技アビリティ","职技能力","7062","踊るオーバーブースター","舞蹈超增强"
"能力","2","職技アビリティ","职技能力","7063","/踊るブースター",""
"能力","2","職技アビリティ","职技能力","7064","/踊るブースター",""
"能力","2","職技アビリティ","职技能力","7065","/踊るブースター",""
"能力","2","職技アビリティ","职技能力","7066","歌うハイブースター","歌唱高级增强"
"能力","2","職技アビリティ","职技能力","7067","歌うエクスブースター","歌唱极限增强"
"能力","2","職技アビリティ","职技能力","7068","歌うオーバーブースター","歌唱超增强"
"能力","2","職技アビリティ","职技能力","7069","/歌うブースター",""
"能力","2","職技アビリティ","职技能力","7070","/歌うブースター",""
"能力","2","職技アビリティ","职技能力","7071","/歌うブースター",""
"能力","2","職技アビリティ","职技能力","7072","話すハイブースター","交谈高级增强"
"能力","2","職技アビリティ","职技能力","7073","話すエクスブースター","交谈极限增强"
"能力","2","職技アビリティ","职技能力","7074","話すオーバーブースター","交谈超增强"
"能力","2","職技アビリティ","职技能力","7075","/話すブースター",""
"能力","2","職技アビリティ","职技能力","7076","/話すブースター",""
"能力","2","職技アビリティ","职技能力","7077","/話すブースター",""
"能力","2","職技アビリティ","职技能力","7078","マキナオーバーブースター","器械超增强"
"能力","2","職技アビリティ","职技能力","7079","/マキナブースター",""
"能力","2","職技アビリティ","职技能力","7080","/マキナブースター",""
"能力","2","職技アビリティ","职技能力","7081","/マキナブースター",""
"能力","2","職技アビリティ","职技能力","7082","料理ハイブースター","料理高级增强"
"能力","2","職技アビリティ","职技能力","7083","料理エクスブースター","料理极限增强"
"能力","2","職技アビリティ","职技能力","7084","料理オーバーブースター","料理超增强"
"能力","2","職技アビリティ","职技能力","7085","/料理ブースター",""
"能力","2","職技アビリティ","职技能力","7086","/料理ブースター",""
"能力","2","職技アビリティ","职技能力","7087","/料理ブースター",""
"能力","2","職技アビリティ","职技能力","7088","医術ハイブースター","医术高级增强"
"能力","2","職技アビリティ","职技能力","7089","医術エクスブースター","医术极限增强"
"能力","2","職技アビリティ","职技能力","7090","医術オーバーブースター","医术超增强"
"能力","2","職技アビリティ","职技能力","7091","/医術ブースター",""
"能力","2","職技アビリティ","职技能力","7092","/医術ブースター",""
"能力","2","職技アビリティ","职技能力","7093","/医術ブースター",""
"能力","2","職技アビリティ","职技能力","7094","御奉仕ハイブースター","侍奉高级增强"
"能力","2","職技アビリティ","职技能力","7095","御奉仕エクスブースター","侍奉极限增强"
