"能力ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","所需AP","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"464","常時マジックカーテン","魔法アビリティ","受けたダメージに応じてMPが回復","","156:マスターホムンクル（Lv7）；286:竜神（Lv9）；357:魔導キメラ（Lv9）","20","常时魔法屏障","魔法能力","根据受到的伤害恢复MP","","156:大师人造人（Lv7）；286:龙神（Lv9）；357:魔导奇美拉（Lv9）","3"
"465","妖精の生け贄","魔法アビリティ","死亡時、ランダム召喚","","219:ダークフェアリー（Lv5）","10","妖精的祭品","魔法能力","死亡时，随机召唤","","219:暗黑妖精（Lv5）","3"
"467","快楽ブースター","魔法アビリティ","快楽属性のダメージが15%アップする","101:バトルファッカー（Lv9）","176:サキュバス（Lv9）","8","快乐增强","魔法能力","快乐属性的伤害提升15%","101:BF斗士（Lv9）","176:魅魔（Lv9）","3"
"468","快楽ハイブースター","魔法アビリティ","快楽属性のダメージが30%アップする","102:クィーンファッカー（Lv9）","177:エルダーサキュバス（Lv9）","16","快乐高级增强","魔法能力","快乐属性的伤害提升30%","102:女王BF（Lv9）","177:长老魅魔（Lv9）","3"
"469","快楽エクスブースター","魔法アビリティ","快楽属性のダメージが50%アップする","7039:QOBF（Lv13）","183:リリスナイトメア（Lv16）","24","快乐极限增强","魔法能力","快乐属性的伤害提升50%","7039:QOBF（Lv13）","183:莉莉丝梦魇（Lv16）","3"
"470","炎ブースター","魔法アビリティ","炎属性のダメージが15%アップする","47:賢者（Lv2）","159:上級妖魔（Lv9）；287:飛竜（Lv9）","8","炎增强","魔法能力","炎属性的伤害提升15%","47:贤者（Lv2）","159:上级妖魔（Lv9）；287:飞龙（Lv9）","3"
"471","炎ハイブースター","魔法アビリティ","炎属性のダメージが30%アップする","35:灼熱魔導師（Lv9）","160:妖魔貴族（Lv8）；288:バハムート（Lv8）","16","炎高级增强","魔法能力","炎属性的伤害提升30%","35:灼热魔导师（Lv9）","160:妖魔贵族（Lv8）；288:巴哈姆特（Lv8）","3"
"472","炎エクスブースター","魔法アビリティ","炎属性のダメージが50%アップする","7018:終焉魔導師（Lv13）","166:魔王（Lv14）；291:神竜（Lv16）","24","炎极限增强","魔法能力","炎属性的伤害提升50%","7018:终焉魔导师（Lv13）","166:魔王（Lv14）；291:神龙（Lv16）","3"
"473","氷ブースター","魔法アビリティ","氷属性のダメージが15%アップする","47:賢者（Lv2）","163:半獣妖魔（Lv9）；168:妖怪（Lv9）；289:海竜（Lv8）","8","冰增强","魔法能力","冰霜属性的伤害提升15%","47:贤者（Lv2）","163:半兽妖魔（Lv9）；168:妖怪（Lv9）；289:海龙（Lv8）","3"
"474","氷ハイブースター","魔法アビリティ","氷属性のダメージが30%アップする","36:輝氷魔導師（Lv9）","164:邪獣妖魔（Lv9）；169:妖神（Lv9）；290:リヴァイアサン（Lv8）","16","冰高级增强","魔法能力","冰属性伤害提升30%","36:辉冰魔导师（Lv9）","164:邪兽妖魔（Lv9）；169:妖神（Lv9）；290:利维坦（Lv8）","3"
"475","氷エクスブースター","魔法アビリティ","氷属性のダメージが50%アップする","7018:終焉魔導師（Lv13）","174:妖怪王（Lv16）；291:神竜（Lv16）","24","冰极限增强","魔法能力","冰属性伤害提升50%","7018:终焉魔导师（Lv13）","174:妖怪王（Lv16）；291:神龙（Lv16）","3"
"476","雷ブースター","魔法アビリティ","雷属性のダメージが15%アップする","47:賢者（Lv2）","161:聖魔（Lv9）；187:マージヴァンパイア（Lv9）","8","雷增强","魔法能力","雷属性伤害提升15%","47:贤者（Lv2）","161:圣魔（Lv9）；187:合并吸血鬼（Lv9）","3"
"477","雷ハイブースター","魔法アビリティ","雷属性のダメージが30%アップする","37:極雷魔導師（Lv9）","162:神魔（Lv9）；188:アークヴァンパイア（Lv9）","16","雷高级增强","魔法能力","雷属性伤害提升30%","37:极雷魔导师（Lv9）","162:神魔（Lv9）；188:大吸血鬼（Lv9）","3"
"478","雷エクスブースター","魔法アビリティ","雷属性のダメージが50%アップする","7018:終焉魔導師（Lv13）","193:ドラキュリーナ（Lv17）","24","雷极限增强","魔法能力","雷属性伤害提升50%","7018:终焉魔导师（Lv13）","193:德古莉娜（Lv17）","3"
"479","風ブースター","魔法アビリティ","風属性のダメージが15%アップする","19:陰陽剣士（Lv5）","180:ウィッチサキュバス（Lv9）；215:風精（Lv9）；287:飛竜（Lv8）","8","风增强","魔法能力","风属性伤害提升15%","19:阴阳剑士（Lv5）","180:女巫魅魔（Lv9）；215:风精灵（Lv9）；287:飞龙（Lv8）","3"
"480","風ハイブースター","魔法アビリティ","風属性のダメージが30%アップする","20:九字剣神（Lv3）","181:アークサキュバス（Lv9）；216:風の精霊（Lv9）；288:バハムート（Lv7）","16","风高级增强","魔法能力","风属性伤害提升30%","20:九字剑神（Lv3）","181:大魅魔（Lv9）；216:风之精灵（Lv9）；288:巴哈姆特（Lv7）","3"
"481","風エクスブースター","魔法アビリティ","風属性のダメージが50%アップする","7021:太極陰陽師（Lv13）","222:コスモフェアリー（Lv16）","24","风极限增强","魔法能力","风属性伤害提升50%","7021:太极阴阳师（Lv13）","222:宇宙妖精（Lv16）","3"
"482","土ブースター","魔法アビリティ","土属性のダメージが15%アップする","19:陰陽剣士（Lv7）","217:土精（Lv8）；246:中級妖狐（Lv9）","8","土增强","魔法能力","土属性伤害提升15%","19:阴阳剑士（Lv7）","217:土精（Lv8）；246:中级妖狐（Lv9）","3"
"483","土ハイブースター","魔法アビリティ","土属性のダメージが30%アップする","20:九字剣神（Lv5）","218:土の精霊（Lv7）；247:上級妖狐（Lv9）","16","土高级增强","魔法能力","土属性伤害提升30%","20:九字剑神（Lv5）","218:土之精灵（Lv7）；247:上级妖狐（Lv9）","3"
"484","土エクスブースター","魔法アビリティ","土属性のダメージが50%アップする","7021:太極陰陽師（Lv13）","253:零尾の狐（Lv16）","24","土极限增强","魔法能力","土属性伤害提升50%","7021:太极阴阳师（Lv13）","253:零尾之狐（Lv16）","3"
"485","水ブースター","魔法アビリティ","水属性のダメージが15%アップする","19:陰陽剣士（Lv9）","197:海賊マーメイド（Lv9）；289:海竜（Lv7）；302:海洋搾精種（Lv9）","8","水增强","魔法能力","水属性伤害提升15%","19:阴阳剑士（Lv9）","197:海贼人鱼（Lv9）；289:海龙（Lv7）；302:海洋榨精种（Lv9）","3"
"486","水ハイブースター","魔法アビリティ","水属性のダメージが30%アップする","20:九字剣神（Lv7）","198:海賊王ローレライ（Lv9）；290:リヴァイアサン（Lv8）；303:マリンプリンセス（Lv9）","16","水高级增强","魔法能力","水属性伤害提升30%","20:九字剑神（Lv7）","198:海贼王罗蕾莱（Lv9）；290:利维坦（Lv8）；303:海洋公主（Lv9）","3"
"487","水エクスブースター","魔法アビリティ","水属性のダメージが50%アップする","7021:太極陰陽師（Lv13）","202:伝説の神魚（Lv16）；308:海神（Lv16）","24","水极限增强","魔法能力","水属性伤害提升50%","7021:太极阴阳师（Lv13）","202:传说之神鱼（Lv16）；308:海神（Lv16）","3"
"488","聖ブースター","魔法アビリティ","聖属性のダメージが15%アップする","138:法王（Lv7）","363:中位天使（Lv9）","8","圣增强","魔法能力","圣属性伤害提升15%","138:教皇（Lv7）","363:中位天使（Lv9）","3"
"489","聖ハイブースター","魔法アビリティ","聖属性のダメージが30%アップする","139:神聖法王（Lv7）；140:機甲法王（Lv7）","364:上位天使（Lv9）","16","圣高级增强","魔法能力","圣属性伤害提升30%","139:神圣教皇（Lv7）；140:机甲教皇（Lv7）","364:上位天使（Lv9）","3"
"490","聖エクスブースター","魔法アビリティ","聖属性のダメージが50%アップする","","370:熾天使（Lv16）","24","圣极限增强","魔法能力","圣属性伤害提升50%","","370:炽天使（Lv16）","3"
"491","闇ブースター","魔法アビリティ","闇属性のダメージが15%アップする","","152:魔人（Lv3）","8","暗增强","魔法能力","暗属性伤害提升15%","","152:魔人（Lv3）","3"
"492","闇ハイブースター","魔法アビリティ","闇属性のダメージが30%アップする","","152:魔人（Lv7）；365:堕天使（Lv9）","16","暗高级增强","魔法能力","暗属性伤害提升30%","","152:魔人（Lv7）；365:堕天使（Lv9）","3"
"493","闇エクスブースター","魔法アビリティ","闇属性のダメージが50%アップする","","153:魔神（Lv6）","24","暗极限增强","魔法能力","暗属性伤害提升50%","","153:魔神（Lv6）","3"
"494","音波ブースター","魔法アビリティ","音波属性のダメージが15%アップする","","199:行商マーメイド（Lv9）","8","音波增强","魔法能力","音波属性伤害提升15%","","199:行商人鱼（Lv9）","3"
"495","音波ハイブースター","魔法アビリティ","音波属性のダメージが30%アップする","","200:海運王ローレライ（Lv9）","16","音波高级增强","魔法能力","音波属性伤害提升30%","","200:海运王罗蕾莱（Lv9）","3"
"496","音波エクスブースター","魔法アビリティ","音波属性のダメージが50%アップする","7037:歌唱神（Lv13）","202:伝説の神魚（Lv16）；353:究極至高人形（Lv18）；7445:巨神王（Lv17）","24","音波极限增强","魔法能力","音波属性伤害提升50%","7037:歌唱神（Lv13）","202:传说之神鱼（Lv16）；353:究极至高人偶（Lv18）；7445:巨神王（Lv17）","3"
"497","バイオブースター","魔法アビリティ","バイオ属性のダメージが15%アップする","","294:陸上魔類（Lv9）；333:ゾンビドクター（Lv9）","8","生化增强","魔法能力","生化属性伤害提升15%","","294:陆上魔类（Lv9）；333:僵尸医生（Lv9）","3"
"498","バイオハイブースター","魔法アビリティ","バイオ属性のダメージが30%アップする","","295:エビルスピーシーズ（Lv9）；334:デスプロフェッサー（Lv9）","16","生化高级增强","魔法能力","生化属性伤害提升30%","","295:邪恶精灵（Lv9）；334:死亡教授（Lv9）","3"
"499","バイオエクスブースター","魔法アビリティ","バイオ属性のダメージが50%アップする","","300:百魔の王（Lv19）；335:カオスアンデッド（Lv18）","24","生化极限增强","魔法能力","生化属性伤害提升50%","","300:百魔之王（Lv19）；335:混沌不死族（Lv18）","3"
"500","回復ブースター","魔法アビリティ","回復属性の効果が30%アップする","138:法王（Lv5）","161:聖魔（Lv9）；195:ハイマーメイド（Lv9）；257:シスターラミア（Lv9）；368:キューピッド（Lv9）","8","恢复增强","魔法能力","恢复属性效果提升30%","138:教皇（Lv5）","161:圣魔（Lv9）；195:高等人鱼（Lv9）；257:修女拉米亚（Lv9）；368:丘比特（Lv9）","3"
"501","回復ハイブースター","魔法アビリティ","回復属性の効果が50%アップする","139:神聖法王（Lv5）；140:機甲法王（Lv5）","162:神魔（Lv8）；196:ローレライ（Lv9）；258:慈愛の聖蛇（Lv9）；369:淫欲のクピド（Lv9）","16","恢复高级增强","魔法能力","恢复属性效果提升50%","139:神圣教皇（Lv5）；140:机甲教皇（Lv5）","162:神魔（Lv8）；196:罗蕾莱（Lv9）；258:慈爱之圣蛇（Lv9）；369:淫欲的丘比特（Lv9）","3"
"502","回復エクスブースター","魔法アビリティ","回復属性の効果が100%アップする","","201:クィーンマーメイド（Lv9）；263:クィーンラミア（Lv9）","24","恢复极限增强","魔法能力","恢复属性效果提升100%","","201:人鱼女王（Lv9）；263:拉米亚女王（Lv9）","3"
"503","杖ブースター","魔法アビリティ","杖装備時、その武器によるダメージが15%アップする","45:白魔導師（Lv8）","","10","杖增强","魔法能力","装备杖时，该武器造成的伤害提升15%","45:白魔导师（Lv8）","","3"
